Название;Категория;Производитель;SKU;guid;ЗакупочнаяЦена;БонуснаяЦена;ПолнаяЦена;НаличиеНурсултан;НаличиеПавлодар;Гарантия;КодОпенкарта;НаличиеАлматы;НаличиеПанфилова;
"Клавиатура Razer BlackWidow V3 (Yellow Switch), RZ03-03542100-R3R1";"Клавиатуры";"Razer";"RZ03-03542100-R3R1";80111ad1-0d14-11ed-b0a8-a8a1595902d2;52000;62400;61880;1;0;12 мес.;55065;0;0;
"Материнская плата ASRock Z690 EXTREME";"Материнские платы";"ASRock";"Z690 EXTREME";55cabf84-11b5-11ed-b0b0-a8a1595902d2;107858;127272;126194;1;0;24 мес.;55189;0;0;
"Масло моторное BP Visco 5000 C 5W-40, 4л";"Масло моторное";"BP";"Visco 5000 C 5W-40 4л";ed27727f-17aa-11ed-b0b2-a8a1595902d2;14630;16500;21945;4;2;1 мес.;58134;0;0;
"Масло моторное BP Visco 5000 M 5W-30, 4л";"Масло моторное";"BP";"Visco 5000 M 5W-30 4л";ed277281-17aa-11ed-b0b2-a8a1595902d2;13400;14900;17420;1;2;1 мес.;58219;0;0;
"Масло моторное Bardahl XTS 0W-40, 5л (вышел срок)";"Масло моторное";"Bardahl";"36143";ad5d7ecc-193d-11ed-b0b6-a8a1595902d2;22909,5;17000;28408;4;12;1 мес.;60080;0;0;
"Масло моторное Лукойл Genesis Armortech HK 5W-30, 1л";"Масло моторное";"Лукойл";"L00189";bcc9f9cb-1f33-11ed-b0ba-a8a1595902d2;2939;3699;3674;6;15;1 мес.;58127;0;0;
"Материнская плата ASRock Z690 PG VELOCITA";"Материнские платы";"ASRock";"Z690 PG VELOCITA";cd9ce47a-2328-11ed-b0c2-a8a1595902d2;201008;237189;234174;1;0;24 мес.;56154;0;0;
"Материнская плата Gigabyte Z690 AORUS ULTRA";"Материнские платы";"Gigabyte";"Z690 AORUS ULTRA";2f3ff050-23b3-11ed-b0c2-a8a1595902d2;163203;205840;194344;1;0;24 мес.;55283;0;1;
"Кулер для процессора CoolerMaster Hyper 212 ARGB, RR-2V2L-18PA-R1";"Кулеры для процессоров";"Cooler Master";"RR-2V2L-18PA-R1";431a80c2-2778-11ed-b0c5-a8a1595902d2;20392;25592;15015;1;0;12 мес.;58229;0;0;
"Кулер для процессора CoolerMaster Hyper T200, RR-T200-22PK-R1";"Кулеры для процессоров";"Cooler Master";"RR-T200-22PK-R1";1f9b0b02-278f-11ed-b0c5-a8a1595902d2;7250;11233;14985;1;0;12 мес.;58233;0;0;
"Вентилятор для корпуса Cooler Master SickleFlow 120mm Red, MFX-B2DN-18NPR-R1";"Охлаждение для корпусов ПК";"Cooler Master";"MFX-B2DN-18NPR-R1";1f9b0b06-278f-11ed-b0c5-a8a1595902d2;3329;4161;5659;1;0;12 мес.;58235;0;0;
"Мышь SteelSeries Prime Wireless, 62593";"Мыши";"SteelSeries";"62593";ff56372d-2847-11ed-b0c5-a8a1595902d2;38742;47459;49158;1;1;12 мес.;52870;0;1;
"Масло моторное SHELL Helix Ultra 5W-40, 4л";"Масло моторное";"Shell";"550052679";4f5c3cd1-3026-11ed-b0ca-a8a1595902d2;18000;18960;23040;5;9;1 мес.;58358;7;0;
"Процессор Intel Celeron G5905 3.5 GHz, OEM";"Процессоры";"Intel";"G5905 OEM";b764ae0f-f464-11ea-b0cd-7c8bca00133f;16992;22090;21527;1;0;12 мес.;49664;0;0;
"Блок питания Chieftec Photon CTG-750C-RGB, 750W";"Блоки питания";"Chieftec";"CTG-750C-RGB";3d794127-f5fc-11ea-b0cd-7c8bca00133f;33550;41434;42940;2;0;12 мес.;49681;0;0;
"Свеча зажигания Denso Iridium IT20TT#4 (4 шт)";"Свечи зажигания";"Denso";"4714#4";7a6b99d8-397a-11ed-b0d1-a8a1595902d2;19395;26862;28123;1;0;1 мес.;58557;0;0;
"Свеча зажигания Denso Iridium IT16TT#4 (4 шт)";"Свечи зажигания";"Denso";"4713#4";7a6b99da-397a-11ed-b0d1-a8a1595902d2;19395;24923;24826;2;0;1 мес.;58555;0;0;
"Свеча зажигания Denso Iridium IK16TT#4 (4 шт)";"Свечи зажигания";"Denso";"4701#4";7a6b99dc-397a-11ed-b0d1-a8a1595902d2;19357,2;24874;24777;3;1;1 мес.;58553;0;0;
"Свеча зажигания Denso Iridium IKH16TT#4 (4 шт)";"Свечи зажигания";"Denso";"4703#4";7a6b99de-397a-11ed-b0d1-a8a1595902d2;20930,53;28361;31396;2;0;1 мес.;58554;0;0;
"Свеча зажигания Denso Nickel W20TT (4 шт)";"Свечи зажигания";"Denso";"4602#4";7a6b99e6-397a-11ed-b0d1-a8a1595902d2;5320;8618;9044;4;0;1 мес.;58551;0;0;
"Свеча зажигания Denso Iridium SXB24HCF-D7#4 (4 шт)";"Свечи зажигания";"Denso";"3530#4";38a0628f-3f03-11ed-b0d7-a8a1595902d2;33531;44764;50297;1;0;1 мес.;58549;0;0;
"Свеча зажигания Denso Iridium SXB24LCF-D6#4  (4 шт)";"Свечи зажигания";"Denso";"3531#4";38a06291-3f03-11ed-b0d7-a8a1595902d2;36662;48577;54993;1;0;1 мес.;58550;0;0;
"Свеча зажигания Denso Iridium SXE24HCR8S#4 (4 шт)";"Свечи зажигания";"Denso";"3502#4";38a06293-3f03-11ed-b0d7-a8a1595902d2;34158;45601;51237;1;0;1 мес.;58548;0;0;
"Свеча зажигания Denso Iridium SXU22HDR8#4 (4 шт)";"Свечи зажигания";"Denso";"3441#4";38a06295-3f03-11ed-b0d7-a8a1595902d2;34291;45778;51437;1;0;1 мес.;58547;0;0;
"Вентилятор для корпуса GameMax GMX WFBK WT 12 White, 14050100935";"Охлаждение для корпусов ПК";"GameMax";"14050100935";4b3f9aef-3fb5-11ed-b0d7-a8a1595902d2;990;2005;3365;2;12;1 мес.;58688;0;0;
"Вентилятор для корпуса X-Game XB12038A152";"Охлаждение для корпусов ПК";"X-Game";"XB12038A152";4b3f9afd-3fb5-11ed-b0d7-a8a1595902d2;1000;1270;4366;2;0;1 мес.;58696;0;0;
"Вентилятор для корпуса X-Game XB12038A072";"Охлаждение для корпусов ПК";"X-Game";"XB12038A072";4b3f9aff-3fb5-11ed-b0d7-a8a1595902d2;3861;4826;4134;2;0;1 мес.;58695;0;0;
"Вентилятор для корпуса X-Game XB12038A320";"Охлаждение для корпусов ПК";"X-Game";"XB12038A320";4b3f9b01-3fb5-11ed-b0d7-a8a1595902d2;4590;6656;4878;2;2;1 мес.;58698;0;0;
"Свеча зажигания Denso Iridium SXU22HCR11S#4 (4 шт)";"Свечи зажигания";"Denso";"3461#4";eca19df1-4556-11ed-b0d8-a8a1595902d2;46782;61051;66314;1;0;1 мес.;88889315;0;0;
"Блок питания GameMax RGB 550W Rainbow, 210604500049";"Блоки питания";"GameMax";"210604500049";0d4790d0-47db-11ed-b0d8-a8a1595902d2;27921;36590;36444;1;0;12 мес.;58584;2;0;
"МФУ Xerox B235DNI, B235V_DNI";"МФУ лазерные";"Xerox";"B235V_DNI";aa42143e-4e48-11ed-b0d8-a8a1595902d2;141000;165675;173937;1;0;12 мес. ;59683;3;0;
"Масло моторное Castrol Magnatec 5W-40 C3, 4л";"Масло моторное";"Castrol";"Magnatec 5W-40 C3 4л";44655fdb-4f7f-11ed-b0d8-a8a1595902d2;17100;21788;21895;8;12;1 мес.;58716;0;0;
"Кулер для процессора Deepcool AG400 LED, R-AG400-BKLNMC-G-1";"Кулеры для процессоров";"DeepCool";"R-AG400-BKLNMC-G-1";2d255607-5ac3-11ed-b0d8-a8a1595902d2;9300;12462;12278;1;6;12 мес.;58240;0;0;
"Кулер для процессора GameMax Sigma 540 ARGB, 14100900951";"Кулеры для процессоров";"GameMax";"14100900951";2d25560b-5ac3-11ed-b0d8-a8a1595902d2;11067;14498;14140;2;2;12 мес.;58610;0;0;
"Диск SSD 2.5"" 240Gb Netac SA500, NT01SA500-240G-S3X";"Твердотельные диски (SSD)";"Netac";"NT01SA500-240G-S3X";b1d684c1-5b3c-11ed-b0d8-a8a1595902d2;8007;10809;10180;2;20;12 мес.;58597;0;0;
"Диск SSD M.2 PCI-E 512Gb Netac N930E Pro, NT01N930E-512G-E4X";"Твердотельные диски (SSD)";"Netac";"NT01N930E-512G-E4X";b1d684cb-5b3c-11ed-b0d8-a8a1595902d2;16745;21769;18833;2;0;12 мес.;58593;0;0;
"Утюг Centek CT-2315, Black";"Утюги";"Centek";"CT-2315";7d0f26ef-68a5-11ed-b0da-a8a1595902d2;8162;11019;11359;1;2;12 мес.;58704;2;0;
"Утюг Centek CT-2350, Синий";"Утюги";"Centek";"CT-2350";7d0f26f9-68a5-11ed-b0da-a8a1595902d2;11584;15349;11464;1;0;12 мес.;58707;0;0;
"Блендер Centek CT-1319, Красный";"Блендеры";"Centek";"CT-1319";7d0f270d-68a5-11ed-b0da-a8a1595902d2;12073;15997;14577;1;1;12 мес.;58663;3;0;
"Электрический чайник Centek CT-0022 Beige";"Чайники и термопоты";"Centek";"CT-0022 Beige";29ba4de1-68aa-11ed-b0da-a8a1595902d2;5813;8254;9187;2;3;12 мес.;58655;3;0;
"Электрический чайник Centek CT-0017";"Чайники и термопоты";"Centek";"CT-0017";29ba4de3-68aa-11ed-b0da-a8a1595902d2;12911;17107;14595;1;2;12 мес.;58653;2;0;
"Фен Centek CT-2258";"Фены";"Centek";"CT-2258";ef36d3bf-68af-11ed-b0da-a8a1595902d2;4063;5891;4689;1;2;12 мес.;58684;3;0;
"Сетевой фильтр SVC, (6розеток 5m, 2 USB) ZC6S-50M-USB, Black";"Сетевые фильтры, адаптеры";"SVC";"ZC6S-50M-USB";9ceaf5d3-6d49-11ed-b0da-a8a1595902d2;2733;3416;3193;3;17;6 мес.;60113;0;0;
"Процессор AMD Ryzen 5 5600 3.5 GHz, OEM";"Процессоры";"AMD";"Ryzen 5 5600 OEM";8f94b952-73f7-11ed-b0da-a8a1595902d2;52637;63164;52668;2;0;12 мес.;58758;0;0;
"Блок питания Deepcool GameStorm PK700D, R-PK700D-FA0B-WGEU";"Блоки питания";"DeepCool";"R-PK700D-FA0B-WGEU";08622228-7bb3-11ed-b0db-a8a1595902d2;29533;39710;36895;2;2;24 мес.;58841;0;0;
"Корпус ADATA XPG BattleCruiser Black, BATTLECRUISER-BKCWW";"Корпуса";"ADATA";"BATTLECRUISER-BKCWW";d07bafb6-869f-11ed-b0db-a8a1595902d2;56979;73783;78890;1;0;1 мес.;58916;3;0;
"Материнская плата MSI B550M PRO-VDH WIFI";"Материнские платы";"MSI";"B550M PRO-VDH WIFI";a1659ca2-8e8d-11ed-b0dc-a8a1595902d2;52865;63438;58037;1;0;24 мес.;50248;0;1;
"Кулер для процессора Deepcool Theta 31 PWM, 1700";"Кулеры для процессоров";"DeepCool";"DP-ICAS-T31P-17";97e8b2b3-9551-11ed-b0dd-a8a1595902d2;4232;6136;4684;4;6;1 мес.;59194;0;0;
"Кулер для процессора PCCooler PALADIN EX300S";"Кулеры для процессоров";"PCCOOLER";"PALADIN EX300S";8fd11ed7-955c-11ed-b0dd-a8a1595902d2;6649;9309;7932;2;2;12 мес.;59199;0;0;
"Кулер для процессора PCCooler PALADIN EX400S";"Кулеры для процессоров";"PCCOOLER";"PALADIN EX400S";8fd11ed9-955c-11ed-b0dd-a8a1595902d2;7085;9565;9166;2;0;12 мес.;59200;0;0;
"Оперативная память DDR3 1600/4Gb Kingston, KVR16N11S8/4WP";"Оперативная память";"Kingston";"KVR16N11S8/4WP";645069a9-9b53-11ed-b0de-a8a1595902d2;9557;12806;12532;1;0;12 мес;53760;0;0;
"Контрольная клавиатура Surveon ZJOYSTICK";"Клавиатуры";"Surveon";"Surveon ZJOYSTICK";70bc5780-9b53-11ed-b0de-a8a1595902d2;4819;7951;8192;1;0;12 мес;56213;0;0;
"Вентилятор для корпуса PCCOOLER CORONA FRGB (SilentPro Blade)";"Охлаждение для корпусов ПК";"PCCOOLER";"CORONA FRGB (SilentPro Blade)";70bc5788-9b53-11ed-b0de-a8a1595902d2;3621;6156;6156;8;0;12 мес;56894;0;0;
"Разветвитель вентиляторов ID-Cooling FS-04 ARGB  ";"Охлаждение для корпусов ПК";"ID-Cooling";"FS-04 ARGB";76ee30af-9b53-11ed-b0de-a8a1595902d2;1541;2620;2098;1;3;12 мес;56901;0;0;
"Принтер Xerox B230DNI";"Принтеры лазерные";"Xerox";"B230V_DNI";7dbeb9b8-9b53-11ed-b0de-a8a1595902d2;92000;109020;106383;1;1;12 мес;57208;2;0;
"Блок питания Chieftec Chieftronic SteelPower, BDK-750FC, 750W";"Блоки питания";"Chieftec";"BDK-750FC";7dbeb9de-9b53-11ed-b0de-a8a1595902d2;34790;42966;41757;2;0;12 мес;57698;0;0;
"Кулер для процессора CoolerMaster Hyper 212 RGB Black Edition, RR-212S-20PC-R2";"Кулеры для процессоров";"Cooler Master";"RR-212S-20PC-R2";8418b3be-9b53-11ed-b0de-a8a1595902d2;8859;12752;12474;1;0;12 мес;58352;0;0;
"Геймпад беспроводной Trust GXT 590 Bosi Bluetooth";"Игровые манипуляторы";"Trust";"GXT 590 Bosi Bluetooth";8418b3f2-9b53-11ed-b0de-a8a1595902d2;13542;17985;17605;2;1;12 мес;56614;0;0;
"Видеокарта PALIT RTX 3050 DUAL 8G, NE63050018P1-1070D";"Видеокарты";"Palit";"NE63050018P1-1070D";8a4fe356-9b53-11ed-b0de-a8a1595902d2;123553;146085;133995;2;0;12 мес;58964;0;0;
"Коммутатор TP-LINK TL-SG105E";"Коммутаторы";"TP-LINK";"TL-SG105E";8a4fe368-9b53-11ed-b0de-a8a1595902d2;13639;18072;15735;3;0;12 мес;52343;0;0;
"Материнская плата MSI PRO H610M-E DDR4";"Материнские платы";"MSI";"PRO H610M-E DDR4";908cb8dd-9b53-11ed-b0de-a8a1595902d2;33245;41058;36951;2;0;12 мес;58931;0;0;
"Клавиатура AOC AGK700, AGK700DR2R";"Клавиатуры";"AOC";"AGK700DR2R";96c3e81d-9b53-11ed-b0de-a8a1595902d2;16350;21255;25780;1;0;12 мес;57887;0;0;
"Клавиатура HyperX Alloy Origins 65, 4P5D6AX";"Клавиатуры";"HyperX";"4P5D6AX";1a4a720d-9c6f-11ed-b0de-a8a1595902d2;34213;42253;41385;2;0;12 мес.;88897385;0;0;
"Микрофон Razer Seiren V2 X, RZ19-04050100-R3M1";"Микрофоны";"Razer";"RZ19-04050100-R3M1";bcc7d810-a5e5-11ed-b0e0-a8a1595902d2;30264;37376;42314;1;0;12 мес;57390;0;0;
"Оперативная память DDR4 3600/16Gb (2x8GB) Patriot Viper Steel RGB, PVSR416G360C0K";"Оперативная память";"Patriot";"PVSR416G360C0K";d2f6b70d-a5e5-11ed-b0e0-a8a1595902d2;35280;43218;28390;1;0;12 мес;56838;0;0;
"Оперативная память DDR4 3200/16Gb (2x8Gb) Corsair Vengeance LPX, CMK16GX4M2E3200C16";"Оперативная память";"Corsair";"CMK16GX4M2E3200C16";e931198c-a5e5-11ed-b0e0-a8a1595902d2;33633,13;41537;24949;2;0;12 мес;59249;0;0;
"Материнская плата Gigabyte B760 GAMING X DDR4";"Материнские платы";"Gigabyte";"B760 GAMING X DDR4";f107c8e9-a5e5-11ed-b0e0-a8a1595902d2;68112;81053;74058;2;1;12 мес;59052;0;0;
"Кулер для процессора PCCooler PALADIN EX400 ARGB";"Кулеры для процессоров";"PCCOOLER";"PALADIN EX400 ARGB";b8510fb7-abd1-11ed-b0e0-a8a1595902d2;8720;11685;9808;1;4;12 мес;59444;0;0;
"Кулер для процессора ID-Cooling SE-224-XTS ARGB";"Кулеры для процессоров";"ID-Cooling";"SE-224-XTS ARGB";b8510fc5-abd1-11ed-b0e0-a8a1595902d2;9974;13365;11532;1;7;12 мес;59477;0;0;
"Набор ножей HuoHou HU0057";"Кухонные ножи и ножницы";"Huo Hou";"HU0057";c04fa26c-ae25-11ed-b0e0-a8a1595902d2;14654;20882;15934;1;0;;88890474;0;0;
"Электрогриль Centek CT-1464";"Электрогрили";"Centek";"CT-1464";8ea11cf7-ae26-11ed-b0e0-a8a1595902d2;28198;35107;34966;1;1;12 мес.;60121;1;0;
"Диск SSD 2.5"" 512Gb Netac SA500, NT01SA500-512-S3X";"Твердотельные диски (SSD)";"Netac";"NT01SA500-512-S3X";18058589-aee6-11ed-b0e0-a8a1595902d2;17392,36;22610;18218;1;0;12 мес.;60124;0;0;
"Масло моторное Bardahl XTS 0W-30, 1л";"Масло моторное";"Bardahl";"36131";c1afc852-b08a-11ed-b0e0-a8a1595902d2;6830;8020;9562;2;0;1 мес.;60078;0;0;
"Мышь Razer Basilisk Ultimate, RZ01-03170200-R3G1";"Мыши";"Razer";"RZ01-03170200-R3G1";77b83fcf-b785-11ed-b0e1-a8a1595902d2;58900;70386;66984;1;0;12 мес;52925;0;1;
"Оперативная память DDR4 3200/16Gb Netac Basic, NTBSD4P32SP-16";"Оперативная память";"Netac";"NTBSD4P32SP-16";a7e4a25b-b785-11ed-b0e1-a8a1595902d2;17019;22125;14797;2;0;12 мес;60613;0;0;
"Кулер для процессора ID-Cooling SE-214-XT ARGB";"Кулеры для процессоров";"ID-Cooling";"SE-214-XT ARGB";af8c03fe-b785-11ed-b0e1-a8a1595902d2;7743;10453;8911;2;6;12 мес;59656;0;0;
"Материнская плата ASRock B650 PRO RS";"Материнские платы";"ASRock";"B650 PRO RS";7088c171-b787-11ed-b0e1-a8a1595902d2;88935;109890;103745;2;0;12 мес;59538;0;0;
"Материнская плата ASUS PRIME B760M-K D4";"Материнские платы";"ASUS";"PRIME B760M-K D4";7a813e52-b787-11ed-b0e1-a8a1595902d2;50140;60168;58859;2;0;12 мес;59532;0;0;
"Мышь Razer Orochi V2 Black, RZ01-03730100-R3G1";"Мыши";"Razer";"RZ01-03730100-R3G1";f87a3c07-b8dd-11ed-b0e1-a8a1595902d2;23890;29982;32240;1;1;12 мес;60278;0;0;
"Мышь Razer Orochi V2 White, RZ01-03730400-R3G1";"Мыши";"Razer";"RZ01-03730400-R3G1";f87a3c09-b8dd-11ed-b0e1-a8a1595902d2;26000;29985;28683;2;2;12 мес;60279;0;0;
"Мышь беспроводная Logitech M190 Full-size, Mid Grey, 910-005906";"Мыши";"Logitech";"910-005906";b27e33b9-c2a7-11ed-b0e1-a8a1595902d2;4691;7740;5990;2;0;12 мес;56174;0;1;
"Монитор 27"" MSI Modern MD271CP";"Мониторы";"MSI";"Modern MD271CP";b27e33cb-c2a7-11ed-b0e1-a8a1595902d2;82724;103790;98129;1;0;12 мес;57066;0;0;
"Оперативная память DDR5 6000/32Gb (2x16GB) G.Skill Trident Z5 RGB, F5-6000J3636F16GX2-TZ5RK";"Оперативная память";"G.SKILL";"F5-6000J3636F16GX2-TZ5RK";b27e33d9-c2a7-11ed-b0e1-a8a1595902d2;58127;71980;65583;1;0;12 мес;59620;0;0;
"Кофеварка Centek CT-1147";"Кофеварки";"Centek";"CT-1147";bcf6b6ba-c2a7-11ed-b0e1-a8a1595902d2;11294;14795;17181;1;1;12 мес;59753;0;0;
"Кулер для процессора ID-Cooling IS-55 ARGB";"Кулеры для процессоров";"ID-Cooling";"IS-55 ARGB";c43125b9-c2a7-11ed-b0e1-a8a1595902d2;13336;17670;15314;1;0;12 мес;59649;0;0;
"Корпус Cougar MX360 RGB, CGR-5CC6G-RGB";"Корпуса";"Cougar";"CGR-5CC6G-RGB";67a1bd07-c434-11ed-b0e1-a8a1595902d2;17850;24090;23295;2;1;12 мес.;59857;0;0;
"Электрогриль Galaxy Line GL2977";"Электрогрили";"GALAXY";"гл2977л";15d07b59-cb2e-11ed-b0e1-a8a1595902d2;8612;16894;13349;1;0;12 мес.;60059;0;0;
"Ковер для кресла Sharkoon SFM11 Retro, 120см";"Аксессуары для мебели";"Sharkoon";"SFM11 Retro";d3ae9fe6-cda4-11ed-b0e1-a8a1595902d2;13094;18659;19641;2;1;;88888026;0;0;
"Подушка для шеи и головы Sharkoon Skiller SHC10";"Аксессуары для мебели";"Sharkoon";"Skiller SHC10";d3ae9fe8-cda4-11ed-b0e1-a8a1595902d2;8459;13111;13111;2;2;;88888027;0;0;
"Подушка для поясницы Sharkoon Skiller SLC10";"Аксессуары для мебели";"Sharkoon";"Skiller SLC10";d3ae9fec-cda4-11ed-b0e1-a8a1595902d2;10459;14747;15689;1;2;;88888029;0;0;
"Кабель HDMI-HDMI SVC HF0150-P 1.5m";"Кабели";"SVC";"HF0150-P";c34db246-ce2c-11ed-b0e1-a8a1595902d2;1113;1414;0;4;0;1 мес.;60103;0;0;
"Патч Корд Cablexpert Cat. 5e, UTP, RJ-45, 0,5 m., PP12-0.5M/B, Blue";"Патчкорды и коннекторы";"Cablexpert";"PP12-0.5M/B";a574de91-d153-11ed-b0e1-a8a1595902d2;190;475;685;1;0;1 мес.;88908079;0;0;
"Корпус Thermaltake H200 TG White RGB";"Корпуса";"Thermaltake";"CA-1M3-00M6WN-00";9635006c-d651-11ed-b0e1-a8a1595902d2;34328;45823;42600;1;0;12 мес;59862;0;0;
"Клавиатура Razer BlackWidow V3 Mini HyperSpeed (Yellow Switch), RZ03-03890700-R3R1";"Клавиатуры";"Razer";"RZ03-03890700-R3R1";9c391220-d651-11ed-b0e1-a8a1595902d2;63959;76431;76795;1;1;12 мес;59936;0;0;
"Корпус Gamemax Abyss TR, 12990800039";"Корпуса";"GameMax";"12990800039";42233115-e079-11ed-b0e1-a8a1595902d2;30136;38142;44534;2;0;12 мес;59971;0;0;
"Утюг Centek CT-2321, Mint";"Утюги";"Centek";"CT-2321 MINT";366a7645-eb35-11ed-b0e2-a8a1595902d2;6721;9409;9481;2;4;12 мес.;60493;5;0;
"Плита газовая Centek CT-1522 White";"Настольные плиты";"Centek";"CT-1522";366a764f-eb35-11ed-b0e2-a8a1595902d2;10695;14010;12901;2;2;12 мес.;60523;1;0;
"Электрический чайник Centek CT-0041 White";"Чайники и термопоты";"Centek";"CT-0041 White";366a7659-eb35-11ed-b0e2-a8a1595902d2;9479;12702;8911;1;1;12 мес.;60465;1;0;
"Батарея IPower IPL-9-12/L, 12V 9Ah, 151x65x100";"Аккумуляторы для ИБП";"iPower";"IPL-9-12/L";49526ea7-f087-11ed-b0e2-a8a1595902d2;6107;8550;7552;4;3;6 мес.;88898687;0;0;
